customer_id,qtt_order,total_spent,last_order
3564,69,10224.84,2022-08-10 11:00:00
3565,504,87441.19,2022-07-11 01:00:00
3566,25,101873.42,2022-02-23 02:00:00
3567,13,42112.82,2022-04-15 06:00:00
3568,216,450463.71,2022-06-19 12:00:00
3569,43,77393.23,2022-11-22 07:00:00
3570,51,484962.75,2022-09-02 02:00:00
3571,347,307182.92,2022-04-01 09:00:00
3572,6,61360.5,2022-04-07 18:00:00
3573,64,97000.94,2022-08-26 07:00:00
3574,305,119617.59,2022-11-16 19:00:00
3575,33,134330.42,2022-03-11 00:00:00
3576,225,660686.44,2022-08-13 17:00:00
3577,184,369819.85,2022-02-20 05:00:00
3578,123,353728.83,2022-05-25 12:00:00
3579,4,96679.18,2022-07-20 16:00:00
3580,238,143356.57,2022-04-28 20:00:00
3581,23,193928.51,2022-02-03 05:00:00
3582,35,194732.91,2022-05-25 11:00:00
3583,171,259299.39,2022-06-04 09:00:00
3584,9,115302.29,2022-02-17 08:00:00
3585,126,71631.04,2022-10-10 20:00:00
3586,179,771011.6,2022-10-04 02:00:00
3587,128,28156.96,2022-10-22 10:00:00
3588,22,44435.68,2022-03-12 20:00:00
3589,97,215501.06,2022-08-07 23:00:00
3590,37,338643.0,2022-08-19 00:00:00
3591,26,32689.84,2022-01-28 03:00:00
3592,49,7704.02,2022-05-10 18:00:00
3593,149,117585.66,2022-04-27 14:00:00
3594,277,183982.05,2022-08-30 04:00:00
3595,47,477691.44,2022-06-11 06:00:00
3596,51,9621.02,2022-02-02 14:00:00
3597,136,94324.13,2022-03-23 01:00:00
3598,34,672376.86,2022-08-03 21:00:00
3599,6,107315.67,2022-10-16 07:00:00
3600,38,177498.51,2022-08-04 06:00:00
3601,10,449218.05,2022-06-06 14:00:00
3602,39,57668.5,2022-01-27 11:00:00
3603,111,207368.7,2022-01-17 04:00:00
3604,4,90416.56,2022-04-21 08:00:00
3605,20,233270.93,2022-10-08 08:00:00
3606,374,52861.18,2022-10-27 23:00:00
3607,5,22864.7,2022-09-15 23:00:00
3608,15,590661.51,2022-01-23 04:00:00
3609,30,448921.98,2022-09-12 16:00:00
3610,15,360060.82,2022-10-15 09:00:00
3611,566,638736.92,2022-05-31 18:00:00
3612,31,167681.99,2022-07-12 02:00:00
3613,49,436171.21,2022-05-19 22:00:00
3614,118,814869.36,2022-05-06 11:00:00
3615,49,206540.08,2022-08-12 05:00:00
3616,434,275853.47,2022-05-02 06:00:00
3617,22,115047.24,2022-06-05 15:00:00
3618,185,57032.36,2022-02-10 19:00:00
3619,786,999608.3,2022-02-17 02:00:00
3620,5,99166.93,2022-08-25 11:00:00
3621,118,102287.51,2022-05-19 13:00:00
3622,29,176064.46,2022-10-15 11:00:00
3623,160,276715.73,2022-06-13 18:00:00
3624,42,194759.15,2022-07-10 10:00:00
3625,5,59942.45,2022-04-24 04:00:00
3626,70,417322.05,2022-03-02 14:00:00
3627,127,112152.43,2022-04-30 17:00:00
3628,38,460542.98,2022-09-29 17:00:00
3629,55,6237.81,2022-04-30 14:00:00
3630,199,53388.6,2022-04-08 21:00:00
3631,268,156454.95,2022-08-13 13:00:00
3632,88,489518.48,2022-01-26 16:00:00
3633,12,16257.43,2022-07-07 04:00:00
3634,37,443368.16,2022-03-24 21:00:00
3635,864,618738.77,2022-07-19 14:00:00
3636,28,11430.53,2022-10-17 16:00:00
3637,157,92334.66,2022-07-05 20:00:00
3638,81,311142.09,2022-11-07 10:00:00
3639,173,24257.02,2022-03-04 16:00:00
3640,82,94493.83,2022-05-09 16:00:00
3641,312,130149.64,2022-09-07 12:00:00
3642,309,251486.07,2022-01-27 06:00:00
3643,15,75360.3,2022-08-02 16:00:00
3644,17,308747.49,2022-06-21 06:00:00
3645,131,106981.16,2022-05-14 07:00:00
3646,20,54280.17,2022-01-25 01:00:00
3647,428,277637.19,2022-04-15 06:00:00
3648,19,38523.69,2022-04-30 05:00:00
3649,76,414503.24,2022-04-14 18:00:00
3650,166,475028.86,2022-01-28 07:00:00
3651,177,48752.05,2022-08-10 04:00:00
3652,20,5427.91,2022-04-05 17:00:00
3653,71,379481.11,2022-08-20 04:00:00
3654,31,937291.58,2022-07-21 13:00:00
3655,26,142754.42,2022-07-12 10:00:00
3656,188,287390.38,2022-08-02 18:00:00
3657,29,14561.68,2022-06-04 17:00:00
3658,52,58406.98,2022-05-24 00:00:00
3659,7,16402.97,2021-12-24 09:00:00
3660,16,125141.58,2022-02-22 03:00:00
3661,27,203813.27,2022-02-20 09:00:00
3662,160,543124.9,2022-01-16 08:00:00
3663,22,34284.79,2022-04-09 16:00:00
3664,18,30699.88,2022-06-19 02:00:00
3665,18,78719.28,2022-08-19 07:00:00
3666,724,556279.86,2022-03-01 07:00:00
3667,11,53796.43,2022-01-09 16:00:00
3668,41,116137.8,2022-09-16 15:00:00
3669,65,6150.73,2022-06-23 06:00:00
3670,190,82658.44,2022-07-13 18:00:00
3671,38,370258.91,2022-11-19 07:00:00
3672,30,321229.32,2022-10-16 17:00:00
3673,709,675492.72,2022-03-27 15:00:00
3674,445,101865.47,2022-05-15 12:00:00
3675,43,169576.25,2022-07-28 08:00:00
3676,10,93046.36,2022-01-27 16:00:00
3677,18,13163.39,2022-04-11 09:00:00
3678,54,33016.2,2022-02-13 14:00:00
3679,171,17640.41,2022-05-30 23:00:00
3680,10,188447.5,2022-09-01 04:00:00
3681,97,255142.8,2022-07-13 03:00:00
3682,28,24052.36,2022-05-18 08:00:00
3683,52,52396.28,2022-10-08 09:00:00
3684,18,27861.57,2022-10-26 19:00:00
3685,145,202705.67,2022-04-30 13:00:00
3686,219,174940.98,2022-10-04 20:00:00
3687,280,524289.62,2022-10-14 07:00:00
3688,66,285602.59,2022-05-10 15:00:00
3689,30,43883.42,2022-02-02 15:00:00
3690,56,261597.2,2022-07-25 20:00:00
3691,63,106352.29,2022-04-09 16:00:00
3692,21,165353.89,2022-09-25 17:00:00
3693,78,93684.15,2022-10-09 07:00:00
3694,46,133881.21,2022-02-20 04:00:00
3695,43,404417.2,2022-06-19 02:00:00
3696,559,1025084.18,2022-02-01 03:00:00
3697,262,251259.67,2022-03-03 08:00:00
3698,14,91735.6,2022-11-14 06:00:00
3699,74,132111.52,2022-10-13 01:00:00
3700,111,40140.39,2022-09-03 17:00:00
3701,3,4148.64,2022-11-04 00:00:00
3702,482,209643.04,2022-04-21 20:00:00
3703,72,382372.73,2022-10-18 22:00:00
3704,387,268850.92,2022-02-26 20:00:00
3705,214,234262.05,2022-06-19 09:00:00
3706,62,61795.78,2022-05-12 06:00:00
3707,202,741571.81,2022-01-24 11:00:00
3708,71,218363.15,2022-08-04 09:00:00
3709,53,16164.72,2022-10-12 12:00:00
3710,65,141714.74,2022-09-27 19:00:00
3711,110,198534.63,2022-09-02 18:00:00
3712,66,95672.34,2022-05-13 01:00:00
3713,97,1185835.4,2022-03-13 20:00:00
3714,213,330428.76,2022-02-01 16:00:00
3715,26,110444.01,2022-10-16 15:00:00
3716,20,89156.72,2022-05-31 20:00:00
3717,53,182083.44,2022-10-09 07:00:00
3718,74,410655.01,2022-08-12 03:00:00
3719,469,361442.6,2022-09-26 16:00:00
3720,104,148561.8,2022-01-23 06:00:00
3721,156,389971.69,2022-09-13 12:00:00
3722,17,55726.68,2022-04-08 02:00:00
3723,39,47953.43,2022-05-10 15:00:00
3724,200,31145.79,2022-09-13 13:00:00
3725,331,411573.37,2022-08-27 09:00:00
3726,74,447494.68,2022-06-26 12:00:00
3727,535,644118.47,2022-10-04 19:00:00
3728,20,373167.46,2022-06-17 16:00:00
3729,183,62135.44,2022-08-18 05:00:00
3730,110,934811.09,2022-06-02 21:00:00
3731,47,87919.07,2022-01-28 21:00:00
3732,642,207928.16,2022-03-30 19:00:00
3733,17,87667.23,2022-11-23 13:00:00
3734,4,140622.48,2022-02-04 07:00:00
3735,44,236264.5,2022-05-05 16:00:00
3736,55,625707.91,2022-05-24 20:00:00
3737,17,624950.97,2022-03-14 10:00:00
3738,17,465356.95,2022-06-20 10:00:00
3739,71,211783.11,2022-08-19 09:00:00
3740,116,153239.71,2022-07-18 20:00:00
3741,21,110595.78,2022-05-05 00:00:00
3742,24,77246.38,2022-06-11 05:00:00
3743,43,89087.66,2022-08-02 06:00:00
3744,39,37206.49,2022-08-06 21:00:00
3745,143,73305.28,2022-08-12 05:00:00
3746,73,13991.18,2022-07-09 17:00:00
3747,76,27567.6,2022-02-18 19:00:00
3748,7,156347.14,2022-07-04 08:00:00
3749,479,372158.32,2022-08-30 16:00:00
3750,38,49455.2,2021-12-25 15:00:00
3751,99,154817.33,2022-02-03 22:00:00
3752,108,156524.66,2022-03-27 15:00:00
3753,49,692065.73,2022-07-08 13:00:00
3754,29,19059.38,2022-07-19 17:00:00
3755,365,461445.81,2022-09-14 02:00:00
3756,22,29029.48,2022-04-16 16:00:00
3757,132,88487.12,2022-10-14 10:00:00
3758,8,183635.22,2022-02-16 09:00:00
3759,165,132508.01,2022-03-13 03:00:00
3760,113,109229.62,2022-08-29 22:00:00
3761,80,55593.98,2022-08-17 12:00:00
3762,3,93850.29,2022-10-30 12:00:00
3763,102,94925.13,2022-09-02 00:00:00
3764,249,46006.52,2022-10-11 22:00:00
3765,124,234936.24,2022-03-16 02:00:00
3766,108,39950.14,2022-04-05 00:00:00
3767,141,33426.13,2022-09-30 12:00:00
3768,15,856511.08,2022-11-25 07:00:00
3769,70,230463.29,2022-10-23 23:00:00
3770,26,104027.18,2022-02-02 23:00:00
3771,10,127490.68,2022-10-16 03:00:00
3772,38,673521.5,2022-07-25 02:00:00
3773,33,99691.72,2022-01-08 22:00:00
3774,99,640076.21,2022-06-27 05:00:00
3775,15,24543.32,2022-03-08 10:00:00
3776,85,322215.0,2022-04-21 13:00:00
3777,23,398890.04,2022-10-24 13:00:00
3778,5,9190.17,2022-08-26 05:00:00
3779,297,145831.82,2022-09-08 18:00:00
3780,84,240213.17,2022-07-03 14:00:00
3781,166,438099.0,2022-08-25 02:00:00
3782,126,1206426.52,2022-04-29 00:00:00
3783,39,97128.89,2022-03-23 06:00:00
3784,13,181491.23,2022-02-22 08:00:00
3785,148,16236.2,2022-01-19 21:00:00
3786,117,165675.51,2022-06-27 01:00:00
3787,120,808389.69,2022-08-26 21:00:00
3788,65,624554.54,2022-04-01 11:00:00
3789,9,35717.9,2022-05-22 04:00:00
3790,170,157311.68,2022-04-19 00:00:00
3791,196,137741.81,2022-04-26 03:00:00
3792,34,235559.36,2022-10-08 18:00:00
3793,25,40936.86,2022-04-09 11:00:00
3794,6,23679.0,2022-03-17 01:00:00
3795,51,936807.21,2022-09-15 14:00:00
3796,74,84305.0,2022-06-04 18:00:00
3797,84,110205.73,2022-10-29 00:00:00
3798,7,162385.01,2022-04-08 05:00:00
3799,150,191184.93,2022-03-16 11:00:00
3800,82,536767.63,2022-08-05 12:00:00
3801,13,107611.83,2022-02-01 13:00:00
3802,72,604062.82,2022-09-18 17:00:00
3803,175,184559.63,2022-08-06 18:00:00
3804,60,440532.13,2022-03-18 19:00:00
3805,82,156654.33,2022-10-28 10:00:00
3806,27,111576.95,2022-09-29 08:00:00
3807,34,78856.8,2022-03-31 08:00:00
3808,16,357683.39,2022-03-03 05:00:00
3809,95,128447.02,2022-04-12 02:00:00
3810,14,38291.03,2021-12-19 13:00:00
3811,105,1292698.26,2022-06-02 21:00:00
3812,21,184192.36,2022-04-23 08:00:00
3813,26,22619.15,2022-03-05 16:00:00
3814,39,921429.1,2022-06-04 01:00:00
3815,120,185800.92,2021-12-18 21:00:00
3816,59,86091.89,2022-06-05 15:00:00
3817,48,230197.88,2022-04-26 22:00:00
3818,12,49887.94,2022-03-28 10:00:00
3819,88,250882.92,2022-05-04 13:00:00
3820,253,436659.23,2022-04-08 20:00:00
3821,33,86974.23,2022-01-02 09:00:00
3822,90,171318.47,2022-06-18 14:00:00
3823,100,126795.61,2022-06-08 18:00:00
3824,7,41762.33,2022-04-08 09:00:00
3825,105,18951.83,2022-10-08 12:00:00
3826,13,89424.01,2022-04-04 20:00:00
3827,61,123286.22,2022-06-09 10:00:00
3828,244,218862.89,2022-08-20 12:00:00
3829,205,603542.46,2022-04-05 23:00:00
3830,37,34250.43,2022-06-14 02:00:00
3831,58,424069.36,2022-05-01 09:00:00
3832,194,44405.2,2022-08-13 14:00:00
3833,319,157949.37,2022-05-01 12:00:00
3834,335,325807.9,2022-06-15 08:00:00
3835,108,192928.99,2022-01-25 10:00:00
3836,74,501875.09,2022-08-01 09:00:00
3837,21,17581.91,2022-11-09 13:00:00
3838,28,31992.0,2022-03-22 17:00:00
3839,100,49179.68,2022-05-18 20:00:00
3840,33,66425.4,2022-02-11 09:00:00
3841,23,7759.01,2022-04-05 09:00:00
3842,676,594276.65,2022-06-12 04:00:00
3843,216,108332.96,2022-03-11 10:00:00
3844,4,69422.06,2022-10-03 06:00:00
3845,15,116053.7,2022-06-17 10:00:00
3846,42,124351.14,2022-08-30 03:00:00
3847,6,44175.85,2022-06-13 05:00:00
3848,19,156965.01,2022-04-27 04:00:00
3849,14,2342.72,2022-03-30 18:00:00
3850,132,82028.88,2022-04-16 08:00:00
3851,20,164982.83,2022-07-08 09:00:00
3852,135,659328.49,2022-03-09 21:00:00
3853,258,383711.13,2022-08-22 20:00:00
3854,69,352556.17,2022-10-11 21:00:00
3855,16,92313.61,2022-03-27 06:00:00
3856,7,142073.8,2022-07-24 08:00:00
3857,39,74099.08,2022-02-21 17:00:00
3858,148,23931.5,2022-08-09 23:00:00
3859,18,492603.21,2022-04-05 12:00:00
3860,418,170166.21,2022-04-10 08:00:00
3861,131,110915.1,2023-01-09 16:00:00
3862,243,47277.83,2022-03-24 16:00:00
3863,25,318724.08,2022-06-06 12:00:00
3864,66,56147.99,2022-06-21 11:00:00
3865,109,342803.14,2022-02-10 17:00:00
3866,16,200111.2,2022-06-20 17:00:00
3867,163,421232.51,2022-04-24 02:00:00
3868,125,118098.28,2022-02-20 16:00:00
3869,34,76445.43,2022-08-19 21:00:00
3870,15,170515.72,2022-08-15 05:00:00
3871,140,79258.35,2022-03-22 11:00:00
3872,69,23598.01,2022-07-14 11:00:00
3873,52,107165.29,2022-08-28 06:00:00
3874,640,1114364.47,2022-03-18 15:00:00
3875,48,145864.94,2022-10-03 09:00:00
3876,5,211181.23,2022-10-29 18:00:00
3877,460,477581.25,2022-01-27 14:00:00
3878,25,24066.57,2022-03-12 00:00:00
3879,115,230821.56,2022-07-07 22:00:00
3880,97,1211984.01,2022-07-13 04:00:00
3881,23,68471.13,2022-04-30 12:00:00
3882,12,57430.08,2022-08-25 12:00:00
3883,9,59416.08,2022-10-23 02:00:00
3884,378,278770.64,2022-07-21 09:00:00
3885,125,67202.98,2022-06-04 00:00:00
3886,24,11571.6,2022-09-29 09:00:00
3887,21,62657.05,2022-04-29 16:00:00
3888,30,122273.83,2022-11-25 05:00:00
3889,134,144796.64,2022-03-04 12:00:00
3890,15,100750.0,2022-10-25 12:00:00
3891,50,203564.91,2022-11-12 04:00:00
3892,29,514443.7,2022-05-09 03:00:00
3893,22,526189.67,2022-06-28 16:00:00
3894,37,216787.48,2022-10-02 14:00:00
3895,0,120761.3,2022-07-06 11:00:00
3896,69,313435.11,2022-06-08 09:00:00
3897,65,1308492.53,2022-10-01 02:00:00
3898,31,646869.0,2022-03-09 01:00:00
3899,57,264809.21,2022-04-08 22:00:00
3900,17,8482.08,2022-05-16 19:00:00
3901,40,85607.66,2022-08-18 05:00:00
3902,31,178219.57,2022-09-09 23:00:00
3903,88,61190.26,2022-07-08 17:00:00
3904,11,23482.05,2022-10-29 03:00:00
3905,13,1812.43,2022-02-25 10:00:00
3906,482,1120419.5,2022-12-09 10:00:00
3907,91,411175.1,2022-12-13 19:00:00
3908,30,350378.7,2022-02-15 11:00:00
3909,25,309386.61,2022-03-14 09:00:00
3910,178,30876.07,2022-10-25 22:00:00
3911,105,1028856.79,2022-04-12 13:00:00
3912,217,106920.62,2022-10-19 04:00:00
3913,17,149768.16,2022-08-28 14:00:00
3914,4,67138.04,2022-03-08 16:00:00
3915,89,17269.46,2022-09-22 02:00:00
3916,146,56782.2,2022-03-05 10:00:00
3917,460,30005.8,2022-01-09 12:00:00
3918,43,63944.19,2022-05-28 06:00:00
3919,90,292819.2,2022-10-09 21:00:00
3920,157,361508.5,2022-11-03 22:00:00
3921,82,296272.18,2022-08-06 09:00:00
3922,136,52555.51,2021-12-12 02:00:00
3923,17,187797.28,2022-05-20 15:00:00
3924,145,12679.67,2022-03-04 14:00:00
3925,60,713875.88,2022-05-10 20:00:00
3926,229,482459.09,2022-10-26 02:00:00
3927,18,103916.75,2022-04-20 16:00:00
3928,27,414479.8,2022-06-11 18:00:00
3929,17,728476.46,2022-05-24 09:00:00
3930,65,27048.27,2022-03-21 21:00:00
3931,19,85365.1,2022-05-28 04:00:00
3932,42,19278.98,2022-05-21 12:00:00
3933,69,297880.59,2022-10-14 11:00:00
3934,13,76357.65,2022-08-17 02:00:00
3935,20,267879.02,2022-03-08 02:00:00
3936,51,85835.56,2022-07-03 04:00:00
3937,33,39011.3,2022-01-27 09:00:00
3938,170,175364.55,2022-06-22 05:00:00
3939,41,141455.81,2022-03-26 14:00:00
3940,12,184498.79,2022-08-30 12:00:00
3941,149,74690.15,2022-01-11 23:00:00
3942,41,91246.29,2022-04-26 19:00:00
3943,22,89896.97,2022-07-16 22:00:00
3944,76,423894.37,2022-09-03 14:00:00
3945,32,77016.58,2022-09-10 15:00:00
3946,11,106751.2,2022-07-03 15:00:00
3947,74,73294.94,2022-03-19 02:00:00
3948,176,416752.63,2022-10-19 02:00:00
3949,19,7954.68,2022-07-18 00:00:00
3950,2,82706.33,2022-08-15 16:00:00
3951,253,143344.41,2022-01-05 12:00:00
3952,422,112264.77,2022-08-03 00:00:00
3953,50,30969.34,2022-02-27 13:00:00
3954,21,27844.65,2022-01-22 10:00:00
3955,35,591769.96,2022-01-09 10:00:00
3956,132,573260.21,2022-03-24 17:00:00
3957,7,44011.93,2022-07-05 05:00:00
3958,623,388501.7,2022-10-18 05:00:00
3959,475,386934.26,2022-10-29 19:00:00
3960,308,4542.17,2022-07-16 11:00:00
3961,94,420200.54,2022-09-09 08:00:00
3962,140,76030.69,2022-05-06 02:00:00
3963,429,285273.46,2022-07-29 03:00:00
3964,124,135075.34,2022-05-10 12:00:00
3965,89,98661.32,2022-05-25 02:00:00
3966,24,18864.01,2022-09-11 23:00:00
3967,9,887052.23,2022-10-01 01:00:00
3968,20,44289.55,2022-03-10 12:00:00
3969,6,37367.11,2022-08-17 00:00:00
3970,13,67293.47,2022-05-06 03:00:00
3971,78,299724.96,2022-09-16 17:00:00
3972,25,123335.08,2022-04-24 22:00:00
3973,69,189583.72,2022-04-20 15:00:00
3974,3,171749.75,2022-07-24 08:00:00
3975,26,166525.6,2022-01-30 10:00:00
3976,47,15258.1,2022-01-19 03:00:00
3977,7,12370.5,2022-08-17 04:00:00
3978,166,574109.07,2022-01-19 06:00:00
3979,57,113318.11,2022-09-22 18:00:00
3980,13,71703.18,2022-03-26 12:00:00
3981,23,45957.99,2022-03-02 04:00:00
3982,78,87621.13,2022-11-11 17:00:00
3983,86,182500.49,2022-02-23 02:00:00
3984,112,148517.07,2022-03-25 14:00:00
3985,70,648083.24,2022-07-24 21:00:00
3986,157,168366.38,2022-08-21 14:00:00
3987,98,95719.43,2022-01-09 05:00:00
3988,238,194483.79,2022-03-14 21:00:00
3989,371,561765.39,2022-03-20 20:00:00
3990,37,109028.17,2022-02-15 16:00:00
3991,229,125162.28,2022-08-16 01:00:00
3992,100,60675.52,2022-03-28 20:00:00
3993,73,233159.01,2022-06-20 20:00:00
3994,32,59137.66,2022-02-13 02:00:00
3995,56,141031.63,2022-11-02 05:00:00
3996,26,15907.67,2021-12-23 11:00:00
3997,22,309865.51,2022-07-19 10:00:00
3998,122,129932.39,2022-11-10 02:00:00
3999,707,1698341.12,2022-05-02 21:00:00
4000,62,142399.66,2022-05-12 16:00:00
4001,38,344171.39,2022-06-29 15:00:00
4002,135,495613.14,2022-08-07 17:00:00
4003,5,213406.52,2022-08-25 14:00:00
4004,395,160001.47,2022-06-13 01:00:00
4005,210,103674.52,2021-12-29 03:00:00
4006,104,120519.6,2022-03-27 02:00:00
4007,244,255599.95,2022-03-30 15:00:00
4008,12,14580.24,2022-03-15 22:00:00
4009,7,94842.84,2022-09-15 12:00:00
4010,19,74035.94,2022-06-02 14:00:00
4011,130,65692.13,2022-06-11 02:00:00
4012,75,14526.18,2022-01-18 18:00:00
4013,17,32009.8,2022-05-19 17:00:00
4014,32,8320.48,2022-01-07 18:00:00
4015,259,1202686.47,2022-04-08 06:00:00
4016,73,66075.49,2022-03-04 11:00:00
4017,40,342834.44,2022-05-20 09:00:00
4018,40,560809.39,2022-06-03 19:00:00
4019,78,77693.07,2022-10-16 12:00:00
4020,9,59122.95,2022-10-26 19:00:00
4021,34,208464.91,2022-03-09 07:00:00
4022,66,6089.5,2022-01-18 05:00:00
4023,19,141761.77,2022-04-23 12:00:00
4024,101,726479.57,2022-03-28 10:00:00
4025,79,94249.03,2022-10-28 22:00:00
4026,75,97115.12,2022-02-24 02:00:00
4027,36,53130.35,2022-02-07 21:00:00
4028,23,162353.79,2022-03-20 02:00:00
4029,44,22995.23,2022-03-04 00:00:00
4030,80,826713.26,2022-09-24 01:00:00
4031,98,117420.04,2022-08-14 10:00:00
4032,34,46902.92,2022-09-04 14:00:00
4033,11,133802.72,2022-10-12 11:00:00
4034,41,379766.26,2022-10-27 17:00:00
4035,76,78179.53,2022-02-01 18:00:00
4036,207,24585.82,2022-01-17 23:00:00
4037,153,21911.49,2022-12-23 13:00:00
4038,66,625136.11,2022-07-14 12:00:00
4039,68,75070.92,2022-07-03 07:00:00
4040,14,280194.19,2022-07-15 01:00:00
4041,99,64761.12,2022-07-27 04:00:00
4042,24,108831.9,2022-02-21 22:00:00
4043,170,521694.82,2022-05-28 14:00:00
4044,16,69586.62,2022-05-03 18:00:00
4045,209,1240314.99,2022-09-01 23:00:00
4046,257,419186.1,2022-06-06 23:00:00
4047,422,217829.04,2022-01-07 07:00:00
4048,59,47316.89,2022-04-01 01:00:00
4049,145,506334.36,2022-04-04 04:00:00
4050,26,276646.62,2022-05-23 07:00:00
4051,128,297922.22,2022-08-06 19:00:00
4052,65,420809.95,2022-09-15 06:00:00
4053,64,206365.93,2022-08-08 13:00:00
4054,59,201269.55,2022-02-26 15:00:00
4055,382,309200.52,2022-09-20 09:00:00
4056,139,377773.99,2022-06-20 14:00:00
4057,41,23784.63,2022-09-07 04:00:00
4058,12,8226.51,2022-01-24 07:00:00
4059,212,233713.16,2022-06-06 14:00:00
4060,23,159413.64,2022-02-14 21:00:00
4061,281,144660.18,2022-07-18 07:00:00
4062,11,102088.57,2022-03-19 10:00:00
4063,31,207653.28,2022-02-11 14:00:00
4064,61,39716.66,2022-03-26 18:00:00
4065,50,93187.13,2022-06-09 16:00:00
4066,216,111435.54,2022-08-31 01:00:00
4067,46,205885.11,2022-09-14 20:00:00
4068,41,100865.61,2022-10-24 13:00:00
4069,80,536187.14,2022-02-24 08:00:00
4070,71,116809.35,2022-09-17 03:00:00
4071,32,318380.68,2022-09-04 00:00:00
4072,203,646105.8,2022-09-05 15:00:00
4073,91,12534.2,2022-03-14 09:00:00
4074,139,182449.5,2021-12-20 12:00:00
4075,150,324806.85,2022-12-26 02:00:00
4076,23,59085.66,2022-06-19 09:00:00
4077,32,376252.43,2022-09-03 05:00:00
4078,35,411029.63,2022-04-02 22:00:00
4079,61,60718.77,2022-05-21 13:00:00
4080,6,48218.23,2022-05-17 11:00:00
4081,122,454019.9,2022-09-28 16:00:00
4082,78,815753.73,2022-05-29 03:00:00
4083,170,152823.11,2022-03-25 20:00:00
4084,254,235625.8,2022-08-30 16:00:00
4085,348,179848.79,2022-01-22 13:00:00
4086,134,51164.91,2022-02-17 12:00:00
4087,124,96887.93,2022-11-12 16:00:00
4088,88,104767.56,2022-05-17 17:00:00
4089,94,184514.96,2022-06-03 01:00:00
4090,1,276983.2,2022-08-14 20:00:00
4091,388,98101.78,2022-05-01 03:00:00
4092,37,120800.63,2022-04-19 10:00:00
4093,42,357162.91,2021-12-09 16:00:00
4094,18,44502.8,2022-04-02 19:00:00
4095,46,124595.79,2022-09-24 15:00:00
4096,215,255575.46,2022-10-15 14:00:00
4097,7,19395.43,2022-08-03 20:00:00
4098,4,35495.84,2022-02-13 05:00:00
4099,68,61421.75,2022-01-14 00:00:00
4100,58,10013.73,2022-10-26 19:00:00
4101,48,112346.09,2022-02-14 08:00:00
4102,142,10441.41,2022-02-07 15:00:00
4103,174,338927.42,2022-01-26 22:00:00
4104,22,191801.49,2022-08-27 14:00:00
4105,30,103108.98,2022-07-04 11:00:00
4106,195,422745.81,2022-02-13 09:00:00
4107,86,386094.57,2022-07-21 03:00:00
4108,36,7087.8,2022-08-09 23:00:00
4109,182,132573.48,2022-05-14 08:00:00
4110,266,381154.96,2022-07-05 19:00:00
4111,257,890161.4,2022-08-02 02:00:00
4112,226,874839.06,2022-09-05 08:00:00
4113,8,31011.57,2022-04-24 17:00:00
4114,3,49853.9,2022-09-17 21:00:00
4115,31,20276.86,2022-07-19 20:00:00
4116,6,58685.2,2022-04-06 08:00:00
4117,13,55204.93,2022-06-11 10:00:00
4118,114,775134.41,2022-04-11 17:00:00
4119,4,4150.1,2022-04-01 14:00:00
4120,87,83606.72,2022-05-21 10:00:00
4121,32,59691.32,2022-06-10 10:00:00
4122,89,114856.98,2022-10-01 22:00:00
4123,42,29101.69,2022-09-28 05:00:00
4124,32,465493.45,2022-02-10 13:00:00
4125,135,487935.49,2022-12-02 13:00:00
4126,63,83297.72,2022-04-05 18:00:00
4127,7,45791.94,2022-03-08 15:00:00
4128,174,109433.48,2022-12-17 17:00:00
4129,55,148493.32,2022-03-09 15:00:00
4130,201,397175.75,2022-06-01 16:00:00
4131,17,309094.66,2022-04-11 12:00:00
4132,112,144069.51,2022-06-12 15:00:00
4133,34,28938.15,2022-09-18 19:00:00
4134,26,267581.55,2022-03-17 18:00:00
4135,37,46995.02,2022-02-16 07:00:00
4136,7,5628.76,2022-08-29 03:00:00
4137,40,108610.27,2021-12-21 13:00:00
4138,205,94676.94,2022-10-25 15:00:00
4139,157,131676.69,2022-03-29 16:00:00
4140,61,60174.48,2022-04-26 13:00:00
4141,72,156902.75,2022-03-23 22:00:00
4142,7,231636.6,2022-07-01 02:00:00
4143,38,183447.09,2022-09-29 21:00:00
4144,89,215779.16,2022-11-07 16:00:00
4145,56,379963.89,2022-02-25 00:00:00
4146,29,70629.87,2022-10-24 23:00:00
4147,28,18147.35,2021-12-26 17:00:00
4148,24,31028.4,2022-06-16 11:00:00
4149,75,116227.26,2022-02-22 19:00:00
4150,38,203560.64,2022-04-26 23:00:00
4151,10,14453.62,2022-08-12 05:00:00
4152,18,88459.17,2022-04-12 06:00:00
4153,54,416381.11,2022-07-03 22:00:00
4154,348,104824.87,2022-10-05 20:00:00
4155,8,11122.56,2022-04-19 19:00:00
4156,29,62868.22,2022-06-06 00:00:00
4157,216,320548.26,2022-07-28 22:00:00
4158,35,37465.84,2022-09-25 14:00:00
4159,107,93357.6,2022-10-01 09:00:00
4160,38,14503.34,2022-02-20 19:00:00
4161,62,54353.35,2022-03-24 22:00:00
4162,41,337702.35,2022-05-17 16:00:00
4163,293,147521.3,2022-05-13 02:00:00
4164,739,577815.78,2022-03-28 15:00:00
4165,144,338375.21,2022-10-11 13:00:00
4166,8,402471.87,2022-07-01 06:00:00
4167,3,83279.35,2022-06-28 18:00:00
4168,22,132773.87,2022-05-25 07:00:00
4169,4,34110.83,2022-02-17 12:00:00
4170,397,680622.22,2022-04-29 00:00:00
